,SCORE,,,390,100%
 346 ,"""URBAN DEVELOPMENT"" TENDS TO OCCUR ALONG MAJOR TRANSPORTATION ROUTES BECAUSE:
A. POWER/WATER CONNECTIONS AND OTHER UTILITIES ETC. ARE NATURALLY LINEAR
B. BUSINESS CANNOT TAKE PLACE WITHOUT ROADS AND VEHICLES
C. MIGRATION USUALLY OCCURS LINEALLY FROM A TO PONIT BAS IN EXODUS, PROCESSIONS OR DIASPORAS
D. PEOPLE TEND TO LOCATE WHERE EXCHANGE, INTERCHANGE AND ACCESS TO OTHER LAND USES ARE AT THE MAXIMUM",D,D,Correct,1
 347 ,"WHICH THEORIST OF URBAN LAND USE STATES CATEGORICALLY THAT LAND USE FOLLOWS TRANSPORT IN THE SAME MANNER THAT BOTH POPULATION AND BUSINESS FOLLOW ROADS.
A. ERNEST BURGESS
B. HOMER HOYT
C. CHAUNCEY HARRIS & EDWARD ULLMAN
D. PIERCE LEWIS",B,B,Correct,1
 348 ,"WHICH OF THE FOLLOWING LAND-USE MODELS DESCRIBES THE PATTERN OF RADIAL OR AXIAL GROWTH ALONG THE LINES OF LEAST RESISTANCE? 
A. MULTIPLE NUCLEI 
B. CONCENTRIC ZONE 
C. SECTOR MODEL 
D. POL YCENTRIC MODEL",C,C,Correct,1
 349 ,"IN THE MODEL OF HOMER HOYT, THE SECTIONS OF URBAN LAND WITH THE HIGHETS VALUES ARE THOSE:
A. DOWNTOWN SECTIONS FACING SEAS, LAKES & NEAR WATERFRONTS
B. ON TOP OF HILLS AND ELEVATED AREAS CALLED ""UPTOWNS""
C. IMMEDIATELY AROUND PUBLIC OFFICES/INSTITUTIONAL SECTOR
D. ALONG MAJOR ROADWAYS",D,D,Correct,1
 350 ,"""SOCIAL STATUS DECLINES WITH INCREASING DISTANCE FROM THE CITY"" IS A PROPOSITION ABOUT POOR THIRD WORLD COUNTRIES THAT CONTRADICTS THE ORIGINAL LAND USE MODELS FROM THE CHICAGO SCHOOL OF HUMAN ECOLOGY.
A. DONUT MODEL
B. CORE-PERIPHERY DEPENDENCY MODEL
C. POL YCENTRIC MODEL
D. INVERSE CONCENTRIC",D,D,Correct,1
 351 ,"ACCORDING TOM. WHITE (1987), THE MORE ECONOMICALLY COMPLEX A CITY, THE MORE VARIED WOULD BE THE NUMBER OF HIGH GROWTH POINTS, THE MORE SOCIALLY COMPLEX IT BECOMES, AND THE STRONGER IS ITS TENDENCY TOWARDS DIFFERENTIATION SUCH AS IN THE CASE OF RESIDENTS SEGREGATING THEMSELVES INTO ""ENCLAVES"" ACCORDING TO ECONOMIC LEVEL, SOCIAL STATUS OR ETHNICITY.
A. Bl-POLAR MODEL
B. PALIMPSEST OR MOSAIC MODEt
C. MULTIPLE NUCLEI
D. URBAN LAND NEXUS THEORY",C,C,Correct,1
 352 ,"ADVANCEMENTS IN TRANSPORTATION AND COMMUNICATION TECHNOLOGIES HAVE AFFECTED MANY CITIES IN SUCH A WAY THAT INFORMATION-BASED PRODUCTION CAN BE DONE BY ANYONE, ANYWHERE AT ANYTIME REGARDLESS OF DISTANCE FROM CITY CENTER. WHICH OF THE FOLLOWING IS THE LIKELY SPATIAL FORM ARISING FROM THESE ECONOMIC TRENDS?
A. CYBER-CITY SENDS ALL DIRTY SMOKESTACKS INDUSTRIES TO REMOTE REGIONS
B. CBD BECOMES AN ELONGATED CORRIDOR OR SPINE FOLLOWING THE LINES OF TELECOMMUNICATIONS & ELECTRONIC SERVICES
C. SUBURBAN SUBDIVISIONS FORM A-BELT-LIKE EDGE OR NATURAL PERIMETER AROUND THE MOTHER CITY
D. EDGE CITIES, OFFICE PARKS AND TECH NO-POLES DEVELOP IN VARIOUS PARTS OF A COMPLEX MOTHER CITY ",D,D,Correct,1
 353 ,"ACCORDING TO WILBUR RICHARD THOMPSON (1965), ONCE A CITY REACHES A RESIDENT POPULATION OF 250,000, IT ATTAINS PERMANENCE. CERTAIN CITY SECTIONS MAY SUFFER DECAY AND DECLINE, BUT THE CITY AS A WHOLE WILL SURVIVE BECAUSE OF SHEER SIZE AND STRENGTH OF TERTIARY ECONOMY, INHERENT CAPACITY TO DIVERSIFY AND ITS POLITICAL WEIGHT VIS-A-VIS OTHER SETTLEMENTS.
A. URBAN LAND LEXUS
B. URBAN RATCHETTHEORY
C. URBAN SPIRAL ECONOMY
D. URBAN FORCE MOMENTUM",B,B,Correct,1
 354 ,"BY PLOTTING ON A GRAPH THE ECONOMIC BENEFITS FROM AN AGGLOMERATION AGAINST THE COST OF CONGESTION ANO OVER CONCENTRATION, LEO KLAASEN CONCLUDED THAT ""OPTIMUM CITY SIZE"" OF A VIABLE  CITY SHOULD BE BETWEEN: 
A. 20,000-190,000 
B. 200,000-600,000 
C. 700,000-0NE MILLION 
D. ONE MILLION -TWO MILLION",B,B,Correct,1
 355 ,"THE ORIGINAL CONCEPT OF ""MEGALOPOLIS"" AS AN EXTENDED OR SUPER -SIZED URBAN AREA IS ATTRIBUTED TO: 
A. JEAN GOTTMAN 
B. KONSTANTINOS DOXIADES 
C. DENNIS RONDINEUI 
D. ANDREAS FALUDI",A,A,Correct,1
 356 ,"WHICH CHARACTERISTICS OF MEGALOPOLIS DESCRIBES ITS TENDENCY TO DEVELOP A MULTI-NODAL SPATIAL PATTERN?
A. IS AN EXPENSIVE URBAN REGION WITH OVER 10 MILLION POPULATIONS (GILES CLARKE)
B. TENDS TO BE DEPENDENT ON FOOD, WATER AND ENERGY SUPPLIES OF ITS NEIGHBORING REGIONS
C. HAS COMPLEX FORM AS ""MOTHER CITY"" BREED'S SMALLER OFFSPRING-CITIES IN DENDRITIC OR SPRAWLING MANNER
D. REQUIRES BROAD TYPE OF REGIONAL GOVERNANCE BEYOND THE CAPACITY AND RESOURCES OF A SINGLE LGU AUTHORITY.",C,C,Correct,1
 357 ,"THE FOLLOWING ARE CHARACTRISTICS OF A ""CENTRAL BUSINESS DISTRICT"". WHICH ONE INCREASES THE LGU RESPONSIBILITY TO SAFEGUARD THE WELL-BEING OF PEOPLE, OFTEN BEYOND THE CAPABILITIES OF A SINGLE LOCAL AUTHORITY:
A. LARGE CONCENTRATION OF OFFICE AND RETAIL ACTIVITIES.
B. SIGNIFICANTLY LARGE NUMBER OF TERTIARY AND SERVICE JOBS GENERATED
C. HIGH PRICE OF LAND FORCES PROPERTY OWNERS TO BUILD HIGH
D. LARGE REGULAR INFLOW AND OUTFLOW OF MOTORIST; DAYTIME POPULATION HIGHER THAN NIGHTIME POPULATION",D,D,Correct,1
 358 ,"NOT ALL MEGA-CITIES BECOME ""WORLD CITIES"". ACCORDING TO DAVID SIMON IN WORLD CITY HYPOTHESIS (1996), THE FOLLOWING CRITERIA DETERMINE HOW A CITY REACHES TIER-1 STATUS. WHICH CRITERION IS PURSUED AS CITIES ""DE-INDUSTRIALIZE"" BY BANISHING DIRTY SMOKESTACK INDUSTRIES FROM THEIR TERRITORIES IN THE CONTEST TO ACHIEVE ""GREATER GLOBAL COMPETITIVENESS"".
A. ""EXISTENCE OF A SOPHISTICATED FINANCIAL AND SERVICE COMPLEX SERVING A GLOBAL CLIENTELE
B. ""LEVEL OF INTL NETWORKS OF CAPITAL INFORMATION AND COMMUNICATION FLOWS
C. ""LARGE NUMBER OF HEADQUARTERS OF INTL. INSTITUTIONS
D. 'QUALITY OF LIFE CONDUCIVE TO ATIRACTING INVESTORS AND RETAINING SKILLED INTERNATIONAL MIGRANTS",D,D,Correct,1
 359 ,"THIS PROCESS DEALS WITH EFFICIENT PLACEMENT OF ACTIVITIES AND LAND USES SUCH AS FARMS, SETILEMENTS, INDUSTRIES, TRANSPORT HUBS, INFRASTRUCTURE, WILDERNESS ETC. ACROSS A SIGNIFICANTLY LARGE AREA BROADER THAN A SINGLE CITY OR TOWN.
A. WATERSHED PLANNING
B. AREA DEVELOPMENT PLANNING
C. REGIONAL PLANNING
D. PHYSICAL PLANNING",C,C,Correct,1
 360 ,"KLAASEN ENUMERATES THE CRITERIA FOR CREATING PLANNING REGIONS AS FOLLOWS. WHICH CRITERION PERTAINS TO THE ROLE OF A LEADING CENTER OR A COMPLEX OF EXPORTING FIRMS OR LEAD INDUSTRIES?
A. ""MUST BE LARGE ENOUGH TO TAKE INVESTMENT DECISIONS OF AN ECONOMIC SIZE
B. ""MUST BE ABLE TO SUPPLY ITS OWN INDUSTRIES WITH NECESSARY LABOR
C. ""SHOULD HAVE A HOMOGENOUS ECONOMIC STRUCTURE
D. ""MUST CONTAIN AT LEAST ONE GROWTH POINT
E. ""MUST HAVE A COMMON APPROACH TO AND AWARENESS OF ITS OWN PROBLEMS",D,D,Correct,1
 361 ,"WHICH THRUST OF REGIONAL PLANNING ADDRESSES CORE-PERIPHERY, CENTER-HINTERLAND ECONOMIC EXCHANGE & SPATIAL INTEGRATION?
A. ENFORCE URBAN GROWTH CONTROL SUCH AS GREENBELTS OR ANALOGOUS SCHEMES TO PROTECT THE NATURAL ENVIRONMENT
B. CULTIVATE A ROLE FOR EACH COMPONENT-SETTLEMENT SUCH AS ADMINISTRATIVE CENTER, MANUFACTURING HUB, TOURISM ZONE, ETC.
C. DEVELOP TRANSPORT CORRIDORS IN ""HUB AND SPOKES DESIGN"" WITH MAJOR INFRASTRUCTURE REACHING OUT TO POPULATION CENTERS
D. RESIST DEVELOPMENT IN FLOOD PLAINS OR EARTHQUAKE FAULT ZONES BY UTILIZING THESE AREAS AS PARKS, FARMS, BUFFERS, ETC.",C,C,Correct,1
 362 ,"WHICH CONCERN OF ""REGIONAL PLANNING"" PERTAINS TO INSTITUTIONAL CAPACITATION OF LOCAL GOVT, AND THE APPROPRIATE DISTRIBUTION OF AUTHORITY AMONG THEM?
A. SPATIAL INTEGRATION BETWEEN URBAN AND RURAL SETTLEMENTS
B. COMPLEMENTATION AMONG AGRICULTURE, INDUSTRY OTHER SECTORS
C. BALANCEO-DISTRIBUTIO~OF POPULATION
D. FEDERALISM AND DECENTRALIZATION OF
E. EQUITABLE DISTRIBUTION OF RESOURCES AMONG PLACES
F. REDUCTION OF ECONOMIC DISPARITIES AMING REGIONSl>EVELOPMENT",D,D,Correct,1
 363 ,"A REGION THAT IS DEFINED BY COMMON PHYSICAL FEATURES SUCH AS RESOURCES BASE, LAKE, COAST, ECOSYSTEM IS CALLED ""NATURAL OR ECOLOGICAL REGION"", WHILE THAT WHICH IS DEFINED BY EXTENT OF ECONOMIC CONNECTEDNESS OR MARKET EXCHANGE IS CALLED A ""FUNCTIONAL REGION""; THAT WHICH IS CREATED BY LAW REGARDLESS OF NATURAL OR ECONOMIC COMMONALITY IS CALLED:
A. HOMOGENOUS REGION
B. FORMAL REGION
C. HISTORIC REGrON
D. VIRTUA REGION",B,B,Correct,1
 364 ,"EARLIEST REGIONAL PLANNING MODELS IN USA IN 1933 REVOLVED AROUND TENNESSE VALLEY, DALLAS PLAIN, COLUMBIA RIVER BASIN, COLORADO RIVER, ST. LAWRENCE SEAWAY, DELWARE RIVER, CHEASPEAKE BAY WATERSHED, WHICH ARE ESSENTIALLY:
A. CULTURAL OR ETH NO-LINGUISTIC REGIONS
B. DELTAIC RIVERINE REGIONS
C. NATURAL REGIONS
D. CROSS-BORDER REGIONS",C,C,Correct,1
 365 ,"ALTHOUGH THEORETICALLY AND DEFINITIONALLY FLAWED, ""SUPER-REGION"" AS CONCEIVED BY THE ADMINISTRATION OF PRES. GLORIA MACAPAGAL ARROYO SOUGHT TO BUILD UPON PERCEIVED COMPARATIVE ADVANTAGE OF A CLUSTER OF TERRITORIES SUCH AS AGRl-PROCESSING, TOURISM, COMMODITY LOGISTICS CHAIN, OR CYBER-SERVICES. WHICH ""SUPER-REGION"" OUGHT TO FOCUS ON 'AGRl-BUSINESS”? 
A. NORTHERN LUZON QUADRANGLE 
B. METRO MANILA URBAN BELTWAY
C. CALABARZON INDUSTRIAL HEARTLAND 
D. CENTRAL PHILS (VISAYAS, PALAWAN AND PARTS OF MINDANAO)
E. SUBIC-CLARK FREEPORT COMPLEX 
F. BANGSA MORO JURIDICAL AUTHORITY",A,A,Correct,1
 366 ,"THE ""CENTER-DOWN"" PARADIGM OF NEO-CLASSICAL ECONOMICS OF THE 1960s ASSUMED THAT BENEFITS FROM MACRO-LEVEL OR MACRO-ECONOMIC GROWTH TEND TO __________ TO COMPONENT REGIONS AND LOWER-LEVEL COMMUNITIES.
A. CASCADE
B. SPRINKLE AROUND IN SPROUTS
C. POUR DOWN
D. TRICKLE DOWN ",D,D,Correct,1
 367 ,"IN JOHN FRIEDMAN'S (1966,1973) TAXONOMY OF REGIONS ACCORDING TO ECONOMIC CONDITION, WHICH REFERS TO ""LAGGING REGIONS""?
A. CORE REGIONS
B. UPWARD TRANSITIONAL AREAS
C. RESOURCE FRONTIER AREAS
D. DOWNWARD TRANSITIONAL AREAS
E. SPECIAL PROBLEM AREAS
F. LATIFUNDO-MINIFUNDO",E,E,Correct,1
 368 ,"ACCORDING TO ECONOMIST THEODORE SCHULTZ, JACOB MINCER AND GARY S. BECKER, THIS COLLECTIVE TERM FOR PEOPLE'S ""EMBODIED"" ASSETS SUCH AS KNOWLEDGE, SKILLS, GOOD HEALTH, ATIITUDES AND ENTREPRENEURIAL QUALITIES, DETERMINES HOW A LOCAL COMMUNITY OR REGION ABSORBS NEW TECHNOLOGIES, EXPANDS PRODUCTIVE CAPACITY AND GENERATES OWN PROGRESS.
A. SEVEN DOMAINS OF INTELLIGENCE
B. INTELLECTUAL QUOTIENT
C. MANGERIAL APTITUDE
D. HUMAN CAPITAL",D,D,Correct,1
 369 ,"THE PHENOMENON OF ""URBAN PRIMACY"" MOSTLY IN THIRD WORLD COUNTRIES WHEREIN A SINGLE METROPOLIS CORNERS A DISPROPORTIONATE SHARE OF A COUNTRY'S POPULATION, RESOURCES AND INVESTMENTS BY REASON OF HISTORICAL OR POLITICAL PRECEDENCE OR AS A RESULT OF FOREIGN COLONIAL INFLUENCE, IS ALSO CAUED ""MANILA IMPERIALISM"" IN THE PHILIPPINES.
A. IT IS DESIRABLE BECAUSE OF EFFICIENT USE OF SPACE AND ECONOMIES OF SCALE
B. IT PROVES THAT BENEFITS FROM AGGLOMERATION OUTWEIGH THE DISBENEFITS FROM CONGESTION AND OVER-CONCENTRATION
C. IT DEMONSTRATES THAT THIRD WORLD COUNTRIES REMAINS AS COLONIES OF WESTERN IMPERIALIST POWERS
D. IT SHOWS POLARIZATION WITHIN A COUNTRY SIPHONING OFF THE ECONOMIC ASSETS AND HUMAN TALENT FROM THE 'HINTERLAND'",D,D,Correct,1
 370 ,"THE TWIN STRATEGY OF ""CONCENTRATED DECENTRALIZATION"" AND ""INDUSTRIAL DISPERSAL"" TO CORRECT URBAN PRIMACY AND INTER-REGIONAL DIVERGENCIES IN THE PHILS WAS BEGUN UNDER THE ADMINISTRATION OF PRESIDENT:
A. CARLOS P. GARCIA
B. FERDINAND MARCOS
C. CORAZON AQUINO
D. FIDEL RAMOS
E. GLORIA M. ARROYO",B,B,Correct,1
 371 ,"ACCORDING TO RA-8749 THIS GEOGRAPHIC-BASED DOCUMENT INTEGRATES PRIMARY DATA AND INFORMATION ON NATURAL RESOURCES AND ANTHROPOGENIC ACTIVITIES ON THE LAND AS EVALUATED USING VARIOUS RISK ASSESSMENT AND FORECASTING METHODOLOGIES AND EVALUATES ENVIRONMENT QUALITY AND CARRYING CAPACITY OF AN AREA IN SUCH A WAY THAT ENABLES PLANNERS AND GOVT DECISION-MAKERS TO ANTICIPATE THE TYPE OF CONTROL NECESSARY IN THE PLANNING AREA.
A. NATURALRESOURCESINVENTORY
B. ENVIRONMENTAL ACCOUNTING
C. BIOGEOGRAPHIC COMPENDIUM
D. ECO-PROFILE",D,D,Correct,1
 372 ,"IN THE SEPP, ""GEOLOGY COVERS SUBSURFACE CONDITONS, SEISMIC FAULTS LINES, BEDROCK AND MINERALS"", WHILE ""PATTERNS OF PRECIPITATION, TEMPERATURE, HUMrDITYAND WIND"" ARE DISCUSSED UNDER:
A. ATMOSPHERIC AND ASTRO-PHYSICAL SCIENCES
B. HYDROLOGY
C. CLIMATE
D. AGRO-ECOLOGY",C,C,Correct,1
 373 ,"THIS PROCESS DEFINES THE PHYSICAL PLATFORM OF DEVELOPMENT AT THE LOCAL LEVEL AND PROCEEDS BY SYSTEMATICALLY EVALUATING ALTERNATIVE PATTERNS OF RESOURCE USE, CHOOSING THAT USE WHICH MEETS SPECIFIED GOALS, AND DRAWING-UP APPROPRIATE POLICIES AND PROGRAMS, DIRECTED TO THE BEST USE OF THE LAND IN VIEW OF ACCEPTED OBJECTIVES AND OF ENVIRONMENTAL AND SOCIETAL OPPORTUNITIES AND CONSTRAINTS.
A. FRAMEWORK PLANNING
B. STRATEGIC PLANNING
C. LAND USE PLANNING
D. DEVELOPMENT PLANNING",C,C,Correct,1
 374 ,"THIS DOCUMENT CONSISTS OF SPECIFIC PROPOSALS TO GUIDE GROWTH IN A LOCALITY INCLUDING STATEMENTS ABOUT COMMUNITY GOALS, PRIORITIES, STRATEGIES AND SOCIALLY-DESIRED MIX OF RESOURCES USES. THESE ARE ILLUSTARTED BY MAPS, DIAGRAMS, CHARTS, TABLES THAT SHOWS A COHERENT SPATIAL FRAMEWORK FOR ENVIRONMENT PROTECTION, ECONOMIC PRODUCTION, SETTLEMENTS AND INFRASTRUCTURE.
A. CHARETTE
B. CHAT ROULETTE
C. COMPREHENSIVE LAND USE PLAN
D. STRATEGIC PLAN
E. FRAMEWORK PLAN",C,C,Correct,1
 375 ,"IN CONTRAST TO THE LONG-TERM SKELETAL-CIRCULATORY FRAMEWORK, THIS IS THE OVERALL MEDIUMTERM ACTION PLAN UTILIZED BY EVERY LOCAL ADMINISTRATION TO DEVELOP SOCIO-ECONOMIC DEVELOPMENT PROJECTS AND IMPLEMENT SECTORAL, CROSS-SECTORAL AND MULIT-SECTORAL PROGRAMS TO BE TRANSLATED INTO PUBLIC INVESTMENT MEASURES AND INCENTIVES TO PRIVATE INVESTMENT.
A. COMPREHENSIVE LAND USE PLAN
B. BLUEPRINT
C. COMPREHENSIVE DEVELOPMENT PLAN
D. MASTER PLAN",C,C,Correct,1
 376 ,"THIS REFERS TO ANY LARGE SCALE MASTER-PLANNED DEVELOPMENT WHICH INCLUDES HOUSING, WORK PLACES AND RELATED FACILITIES WITHIN A SELF-CONTAINED SET-UP BASED ON THE ASSUMPTION THAT IT CAN BE BUILT FROM ZERO, MORE OR LESS. 
A. FREIBURG OR FREETOWN 
B. BOROUGH 
C. NEWTOWN 
D. COUNTRY ESTATE 
E. ECO-INDUSTRIAL PARK",C,C,Correct,1
 377 ,"AN ESSENTIAL PART OF LAND-USE PLANNING, THIS ACTIVITY OCCURS AFTER STRATEGIC PLANNING BUT BEFORE THE DETAILED LAYOUT OF LOCATION AND AIMS TO CHARACTERIZE AND DESIGN A PARCEL OF LAND OR SPECIFIC SECTION OF TOWN SO THAT IT CAN FUNCTION EFFECTIVELY IN RELATION TO THE COMPLEXITY AND SCLAE OF PROPOSED DEVELOPMENT AND THE RANGE OF LAND USES AROUND IT.
A. ESTATE PLANNING
B. WARDS AND PRECINTS PLANNING
C. PARCELLARY PLANNING
D. SITE PLANNING
E. PROJECT PLANNING",D,D,Correct,1
 378 ,"THIS CONCERNS THE ARRANGEMENT, APPEARANCE AND FUCNTIONALITY OF A WHOLE TOWN OR CITY, IN PARTICULAR THE SHAPE AND FORM OF THE CITY BLOCKS, THE USES OF PUBLIC SPACE, THE ARTICULATION OF PHYSICAL FETURES IN THREE DIMENSIONS, SO THAT RESIDENTS AND VISITORS ALIKE CAN MAKE HIGH-QUALITY CONNECTIONS BETWEEN PEOPLE, PLACES AND BUILDINGS.
A. ARCHITECTURAL MASTER PLAN
B. CITYSCAPE AND STREETSCAPE
C. URBAN DESIGN
D. FORM AND STYLE
E. VISUAL PANORAMA",C,C,Correct,1
 379 ,"IT IS AN INTEGRATED DEVELOPMENT WHEREIN A DEFINED AREA IS COMPREHENSIVELY PLANNED AS A UNITARY ENTITY SUCH THAT INNOVATIONS IN SITE DESIGN AND BUILDING DESIGN ARE REWARDED BY THE GOVT WITH SOME FLEXIBILITY IN ZONING, USUALLY RELAXATION OF STANDARDS OR THEIR REPLACEMENT WITH NEGOTIATED AGREEMENT BETWEEWN THE DEVELOPER AND THE LGU.
A. ENTERPRISES ZONE
B. SITES AND SERVICES MODEL
C. ZONAL IMPROVEMENT PROGRAM
D. PLANNED UNIT DEVELOPMENT",D,D,Correct,1
 380 ,"IF LANDS WITH SLOPE BETWEEN 18%-30% CONSTITUTE 45% OF TOTAL LAND AREA, THOSE WITH THE SLOPE ABOVE 30% CONSTITUTE 8%, WHAT PERCENT OF PHIL. GROSS LAND AREA IS GENERALLY DESCRIBED AS ""ALIENABLE AND DISPOSABLEH?
A. ROUGHLY 47%
B. ROUGHLY 53%
C. ROUGHLY 43%
D. ROUGHLY 57%",A,A,Correct,1
 381 ,"""LAND USE"" AND “LAND CLASSIFICATION"" ARE: 
A. THESAME 
B. MUTUAUY EXCLUSIVE 
C. ""LAND CLASSIFICATION"" IS PROPER TERM FOR LEGAL AND BUREAUCRATIC TRANSACTIONS WHILE ""LAND USE"" IS USED FOR BASIC ENVIRONMENTAL ANALYSIS.
D. ""LAND CLASSIFICATION"" IS A SCIENTIFIC CONCEPTUAL SCHEME WHILE ""LAND USE"" REFERS TO ACTUAL UTILIZATION OR ""CONSUMPTION"" OF LAND.",D,D,Correct,1
 382 ,"""LAND USE"" HAS TO BE PLANNED FOR THE COMMUNITY AS A WHOLE BECAUSE THE CONSERVATION OF SOIL, WATER AND OTHER NATURAL RESOURCES IS OFTEN BEYOND THE MEANS OF INDIVIDUAL LAND USER.
A. TRUE
B. FALSE
C. TRUE ONLY FOR CLOSED SOCIETIES AND SOCIALIST ECONOMIES BUT NOT FOR FREE MARKET SOCIETIES.
D. PARTIALLY FALSE BECAUSE 'FREE MARKET FORCES' ALWAYS KNOW BETTER HOW TO APPORTION LAND. ",A,A,Correct,1
 383 ,"WHICH STATEMENT ABOUT 'LAND SUITABILITY"" IS TRUE, BASED ON DEFINITION FROM US DEPARTMENT OF AGRICULTURE AND UNITED NATIONS FOOD AND AGRICULTURE ORGANIZATION?
A. 'LAND CAPABILITY' REFERS TO THE 'CARRYING CAPACITY' OF LAND WHILE 'LAND SUITABILITY' REFERS TO 'APPROPRIATENESS' OF LAND FOR HUMAN USE AND HABITATION.
B. 'LAND CAPABILITY' REFERS TO APPROPRIATENESS OF LAND FOR ENGINEERING AND PHYSICAL INTERVENTION WHILE 'LAND SUITABILITY' REFERS TO APPROPRIATENESS FOR NATURAL PRODUCTION.
C. 'LAND CAPABILITY' REFERS TO THE BROADEST USES OF LAND FOR URBAN DEVELOPMENT WHILE 'LAND SUITABILITY' RFERS TO ITS FITNESS FOR RURAL DEVELOPMENT
D. 'LAND CAPABILITY' IS THE BROAD INHERENT CAPACITY OF THE LAND TO PERFORM AT A GIVEN LEVEL FOR GENERAL USE, WHILE 'LAND SUITABILITY' IS THE ADAPTABILITY OF A GIVEN LAND FOR A SPECIFIC KIND OF LAND USE, USUALLY FARM CROPS. ",D,D,Correct,1
 384 ,"WHICH IS NOT CONSIDERED 'PRODUCTION LAND' IN A PHILIPPINES LGU?
A. AGRO-INDUSTRIAL ESTATE
B. CROPLAND
C. ORCHARD
D. FISHPOND
E. FISH PEN",E,E,Correct,1
 385 ,"WHICH TYPE OF LAND USE IS NOT DESCRIBED AS ' URBAN' ?
A. RESIDENTIAL
B. INSTITUTIONAL
C. INDUSTRIAL
D. MINERAL ",D,D,Correct,1
 386 ,"WHICH TYPE OF LAND USE IS MOST EASILY REVERSIBLE OR CONVERTIBLE TO ITS ORIGINAL STATE?
A. FOREST LAND
B. MEMORIAL PARK
C. INFRASTRUCTURE LAND
D. COMMERCIAL ",A,A,Correct,1
 387 ,"WHICH OF THE FOLLOWING IS NOT A FACTOR TO DETERMINE SUITABILITY OF LAND FOR HEAVY INDUSTRIAL
USE?
A. LOAD-BEARING
B. LOCATION
C. SLOPE
D. SOIL CHARACTERISTICS",D,D,Correct,1
 388 ,"WHICH OF THE FOLLOWING IS NOT A FACTOR TO DETERMINE SUITABILITY OF LAND FOR AGRICULUTRE USE? 
A. CLIMATE AND RAINFALL
B. SOIL QUALITY 
C. GEOLOGIC FAULT LINES 
D. SLOPE",C,C,Correct,1
 389 ,"WHAT ARE THE DETERMINANTS OF SOIL FERTILITY FOR AGRICULTURAL LAND USE?
A. SOIL MOISTURE, WATER HOLDING CAPACITY, PERMEABILITY, POROSITY, NUTRIENT RETENTION,
MINERALIZABLE NITROGEN
B. SURFACE TEXTURE, SOIL PARTICLE, SOIL STRUCTURE, SHRINK-SWELL POTENTIAL
C. SOIL DRAINAGE, RUN-OFF AND SOIL EROSION BY WATER AND BY WIND
D. CLAY, SILT, SAND AND PARENT MATERIAL ",A,A,Correct,1
 390 ,"IN AGRICULTURAL LAND USE PLANNING, THE SOIL CHARACTERISTICS OF SLUM DEPTH AND CLAY-SILT FRACTION THAT WOULD ENSURE GOOD GROWTH ARE:
A. <50 CM AND <80%
B. >100CM AND >80%
C. 50-100 CM AND 40-80%
D. 10-50 CM AND 10-40%",B,B,Correct,1
,End of UAP-EnP-Capability-Bldg-Course-1,,,,
